report_date,purchase_type,wtd_avg,price_5day,Name,Year
2022-01-14 00:00:00.000,"Negotiated (carcass basis)",72.34,69.06,"IASWMN",2022
2022-01-13 00:00:00.000,"Negotiated (carcass basis)",67.92,68.86,"IASWMN",2022
2022-01-12 00:00:00.000,"Negotiated (carcass basis)",69.38,69.43,"IASWMN",2022
2022-01-11 00:00:00.000,"Negotiated (carcass basis)",70.17,69.43,"IASWMN",2022
2022-01-06 00:00:00.000,"Negotiated (carcass basis)",69.14,68.55,"IASWMN",2022
2022-01-05 00:00:00.000,"Negotiated (carcass basis)",69.43,68.18,"IASWMN",2022
2022-01-03 00:00:00.000,"Negotiated (carcass basis)",62.86,62.08,"IASWMN",2022
2021-12-29 00:00:00.000,"Negotiated (carcass basis)",61.59,61.69,"IASWMN",2021
2021-12-28 00:00:00.000,"Negotiated (carcass basis)",61.96,61.76,"IASWMN",2021
2021-12-23 00:00:00.000,"Negotiated (carcass basis)",61.48,61,"IASWMN",2021
2021-12-20 00:00:00.000,"Negotiated (carcass basis)",59.57,62.58,"IASWMN",2021
2021-12-17 00:00:00.000,"Negotiated (carcass basis)",60.85,62.49,"IASWMN",2021
2021-12-16 00:00:00.000,"Negotiated (carcass basis)",63.13,62.8,"IASWMN",2021
2021-12-15 00:00:00.000,"Negotiated (carcass basis)",63.76,62.99,"IASWMN",2021
2021-12-14 00:00:00.000,"Negotiated (carcass basis)",62.58,62.95,"IASWMN",2021
2021-12-13 00:00:00.000,"Negotiated (carcass basis)",61.24,64.12,"IASWMN",2021
2021-12-09 00:00:00.000,"Negotiated (carcass basis)",63.76,64.48,"IASWMN",2021
2021-12-08 00:00:00.000,"Negotiated (carcass basis)",64.48,64.25,"IASWMN",2021
2021-12-07 00:00:00.000,"Negotiated (carcass basis)",64.9,63.41,"IASWMN",2021
2021-12-06 00:00:00.000,"Negotiated (carcass basis)",64.23,62.17,"IASWMN",2021
2021-12-03 00:00:00.000,"Negotiated (carcass basis)",64.5,60.09,"IASWMN",2021
2021-12-02 00:00:00.000,"Negotiated (carcass basis)",61,57.52,"IASWMN",2021
2021-12-01 00:00:00.000,"Negotiated (carcass basis)",59.65,57.1,"IASWMN",2021
2021-11-30 00:00:00.000,"Negotiated (carcass basis)",58.06,55.98,"IASWMN",2021
2021-11-29 00:00:00.000,"Negotiated (carcass basis)",55.12,55.57,"IASWMN",2021
2021-11-26 00:00:00.000,"Negotiated (carcass basis)",55.28,55.52,"IASWMN",2021
2021-11-24 00:00:00.000,"Negotiated (carcass basis)",55.85,55.49,"IASWMN",2021
2021-11-23 00:00:00.000,"Negotiated (carcass basis)",56,55.48,"IASWMN",2021
2021-11-22 00:00:00.000,"Negotiated (carcass basis)",54.87,56.13,"IASWMN",2021
2021-11-19 00:00:00.000,"Negotiated (carcass basis)",54.96,56.68,"IASWMN",2021
2021-11-18 00:00:00.000,"Negotiated (carcass basis)",55.84,57.25,"IASWMN",2021
2021-11-17 00:00:00.000,"Negotiated (carcass basis)",56.8,57.49,"IASWMN",2021
2021-11-16 00:00:00.000,"Negotiated (carcass basis)",57.46,57.6,"IASWMN",2021
2021-11-15 00:00:00.000,"Negotiated (carcass basis)",56.81,58.26,"IASWMN",2021
2021-11-12 00:00:00.000,"Negotiated (carcass basis)",58.02,58.77,"IASWMN",2021
2021-11-11 00:00:00.000,"Negotiated (carcass basis)",58.29,59.51,"IASWMN",2021
2021-11-10 00:00:00.000,"Negotiated (carcass basis)",58.01,59.76,"IASWMN",2021
2021-11-09 00:00:00.000,"Negotiated (carcass basis)",58.85,60.23,"IASWMN",2021
2021-11-08 00:00:00.000,"Negotiated (carcass basis)",59.94,61.12,"IASWMN",2021
2021-11-05 00:00:00.000,"Negotiated (carcass basis)",61.19,61.4,"IASWMN",2021
2021-11-04 00:00:00.000,"Negotiated (carcass basis)",60.46,61.79,"IASWMN",2021
2021-11-03 00:00:00.000,"Negotiated (carcass basis)",61.55,62.42,"IASWMN",2021
2021-11-02 00:00:00.000,"Negotiated (carcass basis)",61.72,62.88,"IASWMN",2021
2021-11-01 00:00:00.000,"Negotiated (carcass basis)",62.09,63.71,"IASWMN",2021
2021-10-29 00:00:00.000,"Negotiated (carcass basis)",63.35,63.94,"IASWMN",2021
2021-10-28 00:00:00.000,"Negotiated (carcass basis)",63.41,64.73,"IASWMN",2021
2021-10-27 00:00:00.000,"Negotiated (carcass basis)",63.61,65.57,"IASWMN",2021
2021-10-26 00:00:00.000,"Negotiated (carcass basis)",65.16,66.74,"IASWMN",2021
2021-10-25 00:00:00.000,"Negotiated (carcass basis)",64.89,67.53,"IASWMN",2021
2021-10-22 00:00:00.000,"Negotiated (carcass basis)",67.71,67.84,"IASWMN",2021
2021-10-21 00:00:00.000,"Negotiated (carcass basis)",66.87,67.97,"IASWMN",2021
2021-10-20 00:00:00.000,"Negotiated (carcass basis)",68.11,68.39,"IASWMN",2021
2021-10-19 00:00:00.000,"Negotiated (carcass basis)",68.01,68.49,"IASWMN",2021
2021-10-18 00:00:00.000,"Negotiated (carcass basis)",68.13,68.9,"IASWMN",2021
2021-10-15 00:00:00.000,"Negotiated (carcass basis)",68.55,69.13,"IASWMN",2021
2021-10-14 00:00:00.000,"Negotiated (carcass basis)",69.42,69.37,"IASWMN",2021
2021-10-13 00:00:00.000,"Negotiated (carcass basis)",68.59,69.51,"IASWMN",2021
2021-10-12 00:00:00.000,"Negotiated (carcass basis)",69.56,69.75,"IASWMN",2021
2021-10-11 00:00:00.000,"Negotiated (carcass basis)",69.13,70.2,"IASWMN",2021
2021-10-08 00:00:00.000,"Negotiated (carcass basis)",70.11,70.89,"IASWMN",2021
2021-10-07 00:00:00.000,"Negotiated (carcass basis)",70.84,71.5,"IASWMN",2021
2021-10-05 00:00:00.000,"Negotiated (carcass basis)",71.5,72.42,"IASWMN",2021
2021-10-04 00:00:00.000,"Negotiated (carcass basis)",71.46,73.23,"IASWMN",2021
2021-10-01 00:00:00.000,"Negotiated (carcass basis)",72.02,73.89,"IASWMN",2021
2021-09-30 00:00:00.000,"Negotiated (carcass basis)",73.82,74.5,"IASWMN",2021
2021-09-29 00:00:00.000,"Negotiated (carcass basis)",75.2,75.08,"IASWMN",2021
2021-09-28 00:00:00.000,"Negotiated (carcass basis)",74.27,75.45,"IASWMN",2021
2021-09-27 00:00:00.000,"Negotiated (carcass basis)",74.73,76.97,"IASWMN",2021
2021-09-23 00:00:00.000,"Negotiated (carcass basis)",76.68,78.6,"IASWMN",2021
2021-09-22 00:00:00.000,"Negotiated (carcass basis)",77.48,79.6,"IASWMN",2021
2021-09-21 00:00:00.000,"Negotiated (carcass basis)",78.44,81.18,"IASWMN",2021
2021-09-20 00:00:00.000,"Negotiated (carcass basis)",79.86,83.3,"IASWMN",2021
2021-09-17 00:00:00.000,"Negotiated (carcass basis)",82.42,84.68,"IASWMN",2021
2021-09-16 00:00:00.000,"Negotiated (carcass basis)",83.06,85.19,"IASWMN",2021
2021-09-15 00:00:00.000,"Negotiated (carcass basis)",84.79,85.9,"IASWMN",2021
2021-09-14 00:00:00.000,"Negotiated (carcass basis)",84.46,88.05,"IASWMN",2021
2021-09-13 00:00:00.000,"Negotiated (carcass basis)",86.99,90.51,"IASWMN",2021
2021-09-10 00:00:00.000,"Negotiated (carcass basis)",88.92,90.97,"IASWMN",2021
2021-09-09 00:00:00.000,"Negotiated (carcass basis)",89.19,91.5,"IASWMN",2021
2021-09-08 00:00:00.000,"Negotiated (carcass basis)",91.61,92.04,"IASWMN",2021
2021-09-07 00:00:00.000,"Negotiated (carcass basis)",91.71,92.86,"IASWMN",2021
2021-09-03 00:00:00.000,"Negotiated (carcass basis)",94.18,94.64,"IASWMN",2021
2021-09-02 00:00:00.000,"Negotiated (carcass basis)",93,94.71,"IASWMN",2021
2021-09-01 00:00:00.000,"Negotiated (carcass basis)",94.74,95.62,"IASWMN",2021
2021-08-31 00:00:00.000,"Negotiated (carcass basis)",95.19,96.3,"IASWMN",2021
2021-08-30 00:00:00.000,"Negotiated (carcass basis)",94.63,98.75,"IASWMN",2021
2021-08-26 00:00:00.000,"Negotiated (carcass basis)",97.88,100.15,"IASWMN",2021
2021-08-25 00:00:00.000,"Negotiated (carcass basis)",98.85,101.6,"IASWMN",2021
2021-08-24 00:00:00.000,"Negotiated (carcass basis)",100.74,102.52,"IASWMN",2021
2021-08-23 00:00:00.000,"Negotiated (carcass basis)",99.62,103.52,"IASWMN",2021
2021-08-20 00:00:00.000,"Negotiated (carcass basis)",103.64,103.74,"IASWMN",2021
2021-08-19 00:00:00.000,"Negotiated (carcass basis)",105.12,103.75,"IASWMN",2021
2021-08-18 00:00:00.000,"Negotiated (carcass basis)",103.31,103.34,"IASWMN",2021
2021-08-17 00:00:00.000,"Negotiated (carcass basis)",102.95,103.01,"IASWMN",2021
2021-08-13 00:00:00.000,"Negotiated (carcass basis)",103.63,102.67,"IASWMN",2021
2021-08-12 00:00:00.000,"Negotiated (carcass basis)",103.58,102.37,"IASWMN",2021
2021-08-11 00:00:00.000,"Negotiated (carcass basis)",102.25,101.75,"IASWMN",2021
2021-08-10 00:00:00.000,"Negotiated (carcass basis)",101.48,103.46,"IASWMN",2021
2021-08-06 00:00:00.000,"Negotiated (carcass basis)",100.12,104.04,"IASWMN",2021
2021-08-05 00:00:00.000,"Negotiated (carcass basis)",102.32,104.53,"IASWMN",2021
2021-08-04 00:00:00.000,"Negotiated (carcass basis)",104.94,104.9,"IASWMN",2021
2021-07-30 00:00:00.000,"Negotiated (carcass basis)",103.84,107.59,"IASWMN",2021
2021-07-29 00:00:00.000,"Negotiated (carcass basis)",105.09,107.66,"IASWMN",2021
2021-07-28 00:00:00.000,"Negotiated (carcass basis)",106.51,107.84,"IASWMN",2021
2021-07-27 00:00:00.000,"Negotiated (carcass basis)",107.49,108.26,"IASWMN",2021
2021-07-26 00:00:00.000,"Negotiated (carcass basis)",108.64,109.57,"IASWMN",2021
2021-07-23 00:00:00.000,"Negotiated (carcass basis)",107.28,110.15,"IASWMN",2021
2021-07-22 00:00:00.000,"Negotiated (carcass basis)",108.16,110.56,"IASWMN",2021
2021-07-21 00:00:00.000,"Negotiated (carcass basis)",109.6,112.04,"IASWMN",2021
2021-07-20 00:00:00.000,"Negotiated (carcass basis)",111.92,113.61,"IASWMN",2021
2021-07-19 00:00:00.000,"Negotiated (carcass basis)",110.36,115.61,"IASWMN",2021
2021-07-15 00:00:00.000,"Negotiated (carcass basis)",115.51,116.1,"IASWMN",2021
2021-07-14 00:00:00.000,"Negotiated (carcass basis)",116.86,115.77,"IASWMN",2021
2021-07-13 00:00:00.000,"Negotiated (carcass basis)",116.11,115.37,"IASWMN",2021
2021-07-12 00:00:00.000,"Negotiated (carcass basis)",115.33,115.04,"IASWMN",2021
2021-07-09 00:00:00.000,"Negotiated (carcass basis)",116.08,115.02,"IASWMN",2021
2021-07-08 00:00:00.000,"Negotiated (carcass basis)",112.74,113,"IASWMN",2021
2021-07-07 00:00:00.000,"Negotiated (carcass basis)",113.88,111.68,"IASWMN",2021
2021-07-02 00:00:00.000,"Negotiated (carcass basis)",110.16,112.99,"IASWMN",2021
2021-07-01 00:00:00.000,"Negotiated (carcass basis)",110.34,115.98,"IASWMN",2021
2021-06-30 00:00:00.000,"Negotiated (carcass basis)",114.14,117.39,"IASWMN",2021
2021-06-28 00:00:00.000,"Negotiated (carcass basis)",115.88,125.25,"IASWMN",2021
2021-06-25 00:00:00.000,"Negotiated (carcass basis)",119.78,127.45,"IASWMN",2021
2021-06-23 00:00:00.000,"Negotiated (carcass basis)",126.44,131.42,"IASWMN",2021
2021-06-22 00:00:00.000,"Negotiated (carcass basis)",131.75,132.74,"IASWMN",2021
2021-06-21 00:00:00.000,"Negotiated (carcass basis)",131.72,132.79,"IASWMN",2021
2021-06-18 00:00:00.000,"Negotiated (carcass basis)",134.41,133,"IASWMN",2021
2021-06-17 00:00:00.000,"Negotiated (carcass basis)",132.98,132.7,"IASWMN",2021
2021-06-16 00:00:00.000,"Negotiated (carcass basis)",133.84,130.73,"IASWMN",2021
2021-06-15 00:00:00.000,"Negotiated (carcass basis)",131.08,127.83,"IASWMN",2021
2021-06-14 00:00:00.000,"Negotiated (carcass basis)",132.35,126.03,"IASWMN",2021
2021-06-11 00:00:00.000,"Negotiated (carcass basis)",131.98,124.33,"IASWMN",2021
2021-06-10 00:00:00.000,"Negotiated (carcass basis)",124.66,121.6,"IASWMN",2021
2021-06-09 00:00:00.000,"Negotiated (carcass basis)",123.86,120.08,"IASWMN",2021
2021-06-08 00:00:00.000,"Negotiated (carcass basis)",119.71,113.83,"IASWMN",2021
2021-06-07 00:00:00.000,"Negotiated (carcass basis)",114.8,112.72,"IASWMN",2021
2021-06-04 00:00:00.000,"Negotiated (carcass basis)",114.77,112.59,"IASWMN",2021
2021-06-02 00:00:00.000,"Negotiated (carcass basis)",112.14,112.18,"IASWMN",2021
2021-06-01 00:00:00.000,"Negotiated (carcass basis)",112.61,112.21,"IASWMN",2021
2021-05-28 00:00:00.000,"Negotiated (carcass basis)",111.97,112.55,"IASWMN",2021
2021-05-27 00:00:00.000,"Negotiated (carcass basis)",111.5,112.73,"IASWMN",2021
2021-05-26 00:00:00.000,"Negotiated (carcass basis)",112.1,113.11,"IASWMN",2021
2021-05-25 00:00:00.000,"Negotiated (carcass basis)",112.85,113.94,"IASWMN",2021
2021-05-24 00:00:00.000,"Negotiated (carcass basis)",113.63,114.97,"IASWMN",2021
2021-05-21 00:00:00.000,"Negotiated (carcass basis)",112.77,115.49,"IASWMN",2021
2021-05-20 00:00:00.000,"Negotiated (carcass basis)",113.38,116.02,"IASWMN",2021
2021-05-19 00:00:00.000,"Negotiated (carcass basis)",116.48,116.84,"IASWMN",2021
2021-05-18 00:00:00.000,"Negotiated (carcass basis)",116.58,118.01,"IASWMN",2021
2021-05-17 00:00:00.000,"Negotiated (carcass basis)",117.47,120.2,"IASWMN",2021
2021-05-14 00:00:00.000,"Negotiated (carcass basis)",116.99,120.5,"IASWMN",2021
2021-05-13 00:00:00.000,"Negotiated (carcass basis)",117.34,121.04,"IASWMN",2021
2021-05-12 00:00:00.000,"Negotiated (carcass basis)",120.18,121.69,"IASWMN",2021
2021-05-11 00:00:00.000,"Negotiated (carcass basis)",122.3,122.08,"IASWMN",2021
2021-05-10 00:00:00.000,"Negotiated (carcass basis)",121.37,121.28,"IASWMN",2021
2021-05-07 00:00:00.000,"Negotiated (carcass basis)",121.76,120.7,"IASWMN",2021
2021-05-06 00:00:00.000,"Negotiated (carcass basis)",122.54,120.01,"IASWMN",2021
2021-05-05 00:00:00.000,"Negotiated (carcass basis)",121.66,119.02,"IASWMN",2021
2021-05-04 00:00:00.000,"Negotiated (carcass basis)",119.27,117.08,"IASWMN",2021
2021-05-03 00:00:00.000,"Negotiated (carcass basis)",116.16,115.84,"IASWMN",2021
2021-04-30 00:00:00.000,"Negotiated (carcass basis)",116.49,115.33,"IASWMN",2021
2021-04-29 00:00:00.000,"Negotiated (carcass basis)",117.09,114.99,"IASWMN",2021
2021-04-28 00:00:00.000,"Negotiated (carcass basis)",115.78,114.26,"IASWMN",2021
2021-04-27 00:00:00.000,"Negotiated (carcass basis)",115.31,112.82,"IASWMN",2021
2021-04-26 00:00:00.000,"Negotiated (carcass basis)",111.27,110.21,"IASWMN",2021
2021-04-23 00:00:00.000,"Negotiated (carcass basis)",113.45,109.21,"IASWMN",2021
2021-04-22 00:00:00.000,"Negotiated (carcass basis)",111.71,107.77,"IASWMN",2021
2021-04-21 00:00:00.000,"Negotiated (carcass basis)",109.4,106.84,"IASWMN",2021
2021-04-20 00:00:00.000,"Negotiated (carcass basis)",108.09,105.28,"IASWMN",2021
2021-04-19 00:00:00.000,"Negotiated (carcass basis)",106.56,104.32,"IASWMN",2021
2021-04-16 00:00:00.000,"Negotiated (carcass basis)",105.84,103.81,"IASWMN",2021
2021-04-15 00:00:00.000,"Negotiated (carcass basis)",105.07,102.85,"IASWMN",2021
2021-04-14 00:00:00.000,"Negotiated (carcass basis)",103,102.16,"IASWMN",2021
2021-04-13 00:00:00.000,"Negotiated (carcass basis)",102.56,101.66,"IASWMN",2021
2021-04-12 00:00:00.000,"Negotiated (carcass basis)",102.19,101.09,"IASWMN",2021
2021-04-09 00:00:00.000,"Negotiated (carcass basis)",101.62,100.83,"IASWMN",2021
2021-04-08 00:00:00.000,"Negotiated (carcass basis)",101.25,100.5,"IASWMN",2021
2021-04-07 00:00:00.000,"Negotiated (carcass basis)",100.75,99.97,"IASWMN",2021
2021-04-06 00:00:00.000,"Negotiated (carcass basis)",99.51,99.09,"IASWMN",2021
2021-04-05 00:00:00.000,"Negotiated (carcass basis)",99.75,98.66,"IASWMN",2021
2021-04-02 00:00:00.000,"Negotiated (carcass basis)",99.01,98.4,"IASWMN",2021
2021-04-01 00:00:00.000,"Negotiated (carcass basis)",99.2,98.08,"IASWMN",2021
2021-03-31 00:00:00.000,"Negotiated (carcass basis)",98.56,98.03,"IASWMN",2021
2021-03-30 00:00:00.000,"Negotiated (carcass basis)",98.11,96.58,"IASWMN",2021
2021-03-29 00:00:00.000,"Negotiated (carcass basis)",98.22,95.48,"IASWMN",2021
2021-03-26 00:00:00.000,"Negotiated (carcass basis)",97.15,94.22,"IASWMN",2021
2021-03-24 00:00:00.000,"Negotiated (carcass basis)",93.46,92.89,"IASWMN",2021
2021-03-23 00:00:00.000,"Negotiated (carcass basis)",93.56,92.32,"IASWMN",2021
2021-03-22 00:00:00.000,"Negotiated (carcass basis)",93.15,91.25,"IASWMN",2021
2021-03-19 00:00:00.000,"Negotiated (carcass basis)",91.44,89.97,"IASWMN",2021
2021-03-18 00:00:00.000,"Negotiated (carcass basis)",91.95,88.97,"IASWMN",2021
2021-03-17 00:00:00.000,"Negotiated (carcass basis)",89.01,87.83,"IASWMN",2021
2021-03-16 00:00:00.000,"Negotiated (carcass basis)",88.26,87.75,"IASWMN",2021
2021-03-15 00:00:00.000,"Negotiated (carcass basis)",88.69,87.78,"IASWMN",2021
2021-03-12 00:00:00.000,"Negotiated (carcass basis)",86.39,87.65,"IASWMN",2021
2021-03-11 00:00:00.000,"Negotiated (carcass basis)",87.24,87.82,"IASWMN",2021
2021-03-10 00:00:00.000,"Negotiated (carcass basis)",87.93,87.54,"IASWMN",2021
2021-03-09 00:00:00.000,"Negotiated (carcass basis)",88.06,87.14,"IASWMN",2021
2021-03-08 00:00:00.000,"Negotiated (carcass basis)",88.16,86.23,"IASWMN",2021
2021-03-05 00:00:00.000,"Negotiated (carcass basis)",84.27,85.29,"IASWMN",2021
2021-03-04 00:00:00.000,"Negotiated (carcass basis)",86.9,84.64,"IASWMN",2021
2021-03-03 00:00:00.000,"Negotiated (carcass basis)",85.83,81.62,"IASWMN",2021
2021-03-02 00:00:00.000,"Negotiated (carcass basis)",83.63,80.09,"IASWMN",2021
2021-03-01 00:00:00.000,"Negotiated (carcass basis)",81.41,78.54,"IASWMN",2021
2021-02-26 00:00:00.000,"Negotiated (carcass basis)",79.81,77.39,"IASWMN",2021
2021-02-25 00:00:00.000,"Negotiated (carcass basis)",79.24,77.04,"IASWMN",2021
2021-02-24 00:00:00.000,"Negotiated (carcass basis)",77.42,74.64,"IASWMN",2021
2021-02-23 00:00:00.000,"Negotiated (carcass basis)",75.72,72.53,"IASWMN",2021
2021-02-22 00:00:00.000,"Negotiated (carcass basis)",72.78,71.16,"IASWMN",2021
2021-02-18 00:00:00.000,"Negotiated (carcass basis)",71.98,70.09,"IASWMN",2021
2021-02-17 00:00:00.000,"Negotiated (carcass basis)",70.71,69.53,"IASWMN",2021
2021-02-16 00:00:00.000,"Negotiated (carcass basis)",69.71,68.57,"IASWMN",2021
2021-02-15 00:00:00.000,"Negotiated (carcass basis)",68.82,67.59,"IASWMN",2021
2021-02-12 00:00:00.000,"Negotiated (carcass basis)",67.99,67.15,"IASWMN",2021
2021-02-11 00:00:00.000,"Negotiated (carcass basis)",67.14,65.69,"IASWMN",2021
2021-02-10 00:00:00.000,"Negotiated (carcass basis)",67.74,65.43,"IASWMN",2021
2021-02-09 00:00:00.000,"Negotiated (carcass basis)",65.28,64.34,"IASWMN",2021
2021-02-05 00:00:00.000,"Negotiated (carcass basis)",63.26,63.53,"IASWMN",2021
2021-02-04 00:00:00.000,"Negotiated (carcass basis)",64.62,62.51,"IASWMN",2021
2021-02-03 00:00:00.000,"Negotiated (carcass basis)",64.51,60.33,"IASWMN",2021
2021-02-02 00:00:00.000,"Negotiated (carcass basis)",61.89,58.65,"IASWMN",2021
2021-01-29 00:00:00.000,"Negotiated (carcass basis)",57.5,57.37,"IASWMN",2021
2021-01-28 00:00:00.000,"Negotiated (carcass basis)",58.35,56.74,"IASWMN",2021
2021-01-27 00:00:00.000,"Negotiated (carcass basis)",57.51,56.05,"IASWMN",2021
2021-01-26 00:00:00.000,"Negotiated (carcass basis)",56.73,56.02,"IASWMN",2021
2021-01-25 00:00:00.000,"Negotiated (carcass basis)",54.33,55.78,"IASWMN",2021
2021-01-22 00:00:00.000,"Negotiated (carcass basis)",54.37,55.79,"IASWMN",2021
2021-01-21 00:00:00.000,"Negotiated (carcass basis)",56.06,55.83,"IASWMN",2021
2021-01-20 00:00:00.000,"Negotiated (carcass basis)",56.51,55.57,"IASWMN",2021
2021-01-19 00:00:00.000,"Negotiated (carcass basis)",54.63,54.77,"IASWMN",2021
2021-01-18 00:00:00.000,"Negotiated (carcass basis)",53.63,54.75,"IASWMN",2021
2021-01-15 00:00:00.000,"Negotiated (carcass basis)",54.3,54.8,"IASWMN",2021
2021-01-14 00:00:00.000,"Negotiated (carcass basis)",54.69,54.53,"IASWMN",2021
2021-01-13 00:00:00.000,"Negotiated (carcass basis)",55.49,54.14,"IASWMN",2021
2021-01-12 00:00:00.000,"Negotiated (carcass basis)",54.63,53.46,"IASWMN",2021
2021-01-11 00:00:00.000,"Negotiated (carcass basis)",52.17,53.3,"IASWMN",2021
2021-01-08 00:00:00.000,"Negotiated (carcass basis)",53.55,53.25,"IASWMN",2021
2021-01-07 00:00:00.000,"Negotiated (carcass basis)",51.84,53.12,"IASWMN",2021
2021-01-06 00:00:00.000,"Negotiated (carcass basis)",52.02,51.84,"IASWMN",2021
2021-01-05 00:00:00.000,"Negotiated (carcass basis)",53.89,51.3,"IASWMN",2021
2021-01-04 00:00:00.000,"Negotiated (carcass basis)",49.27,50.29,"IASWMN",2021
2020-12-31 00:00:00.000,"Negotiated (carcass basis)",50.29,50.29,"IASWMN",2020
2020-12-30 00:00:00.000,"Negotiated (carcass basis)",50.04,50.04,"IASWMN",2020
2020-12-29 00:00:00.000,"Negotiated (carcass basis)",50.52,50.52,"IASWMN",2020
2020-12-28 00:00:00.000,"Negotiated (carcass basis)",51.12,51.12,"IASWMN",2020
2020-12-23 00:00:00.000,"Negotiated (carcass basis)",50.84,50.84,"IASWMN",2020
2020-12-22 00:00:00.000,"Negotiated (carcass basis)",52.23,52.23,"IASWMN",2020
2020-12-21 00:00:00.000,"Negotiated (carcass basis)",51.23,51.23,"IASWMN",2020
2020-12-18 00:00:00.000,"Negotiated (carcass basis)",51,51,"IASWMN",2020
2020-12-17 00:00:00.000,"Negotiated (carcass basis)",51.68,51.68,"IASWMN",2020
2020-12-16 00:00:00.000,"Negotiated (carcass basis)",54.56,54.56,"IASWMN",2020
2020-12-14 00:00:00.000,"Negotiated (carcass basis)",55.13,55.13,"IASWMN",2020
2020-12-11 00:00:00.000,"Negotiated (carcass basis)",53.74,53.74,"IASWMN",2020
2020-12-10 00:00:00.000,"Negotiated (carcass basis)",53.8,53.8,"IASWMN",2020
2020-12-09 00:00:00.000,"Negotiated (carcass basis)",55.45,55.45,"IASWMN",2020
2020-12-08 00:00:00.000,"Negotiated (carcass basis)",56.23,56.23,"IASWMN",2020
2020-12-07 00:00:00.000,"Negotiated (carcass basis)",56.6,56.6,"IASWMN",2020
2020-12-04 00:00:00.000,"Negotiated (carcass basis)",56.46,56.68,"IASWMN",2020
2020-12-03 00:00:00.000,"Negotiated (carcass basis)",55.94,56.7,"IASWMN",2020
2020-12-02 00:00:00.000,"Negotiated (carcass basis)",56.37,56.81,"IASWMN",2020
2020-12-01 00:00:00.000,"Negotiated (carcass basis)",57.03,56.86,"IASWMN",2020
2020-11-30 00:00:00.000,"Negotiated (carcass basis)",56.83,56.96,"IASWMN",2020
2020-11-27 00:00:00.000,"Negotiated (carcass basis)",56.5,57.25,"IASWMN",2020
2020-11-25 00:00:00.000,"Negotiated (carcass basis)",56.19,58.01,"IASWMN",2020
2020-11-24 00:00:00.000,"Negotiated (carcass basis)",57.52,58.27,"IASWMN",2020
2020-11-23 00:00:00.000,"Negotiated (carcass basis)",57.9,58.7,"IASWMN",2020
2020-11-20 00:00:00.000,"Negotiated (carcass basis)",58.54,58.84,"IASWMN",2020
2020-11-19 00:00:00.000,"Negotiated (carcass basis)",58.97,58.96,"IASWMN",2020
2020-11-18 00:00:00.000,"Negotiated (carcass basis)",58.85,59.11,"IASWMN",2020
2020-11-17 00:00:00.000,"Negotiated (carcass basis)",58.88,59.17,"IASWMN",2020
2020-11-13 00:00:00.000,"Negotiated (carcass basis)",59.23,60,"IASWMN",2020
2020-11-12 00:00:00.000,"Negotiated (carcass basis)",59.67,60.25,"IASWMN",2020
2020-11-10 00:00:00.000,"Negotiated (carcass basis)",60.03,61.14,"IASWMN",2020
2020-11-09 00:00:00.000,"Negotiated (carcass basis)",61.64,61.48,"IASWMN",2020
2020-11-06 00:00:00.000,"Negotiated (carcass basis)",60.51,61.34,"IASWMN",2020
2020-11-05 00:00:00.000,"Negotiated (carcass basis)",60.92,61.52,"IASWMN",2020
2020-11-04 00:00:00.000,"Negotiated (carcass basis)",61.96,61.73,"IASWMN",2020
2020-11-03 00:00:00.000,"Negotiated (carcass basis)",60.36,61.53,"IASWMN",2020
2020-11-02 00:00:00.000,"Negotiated (carcass basis)",59.85,62.61,"IASWMN",2020
2020-10-30 00:00:00.000,"Negotiated (carcass basis)",61.79,62.78,"IASWMN",2020
2020-10-29 00:00:00.000,"Negotiated (carcass basis)",62.21,62.63,"IASWMN",2020
2020-10-27 00:00:00.000,"Negotiated (carcass basis)",63.42,63.59,"IASWMN",2020
2020-10-26 00:00:00.000,"Negotiated (carcass basis)",62.69,64.05,"IASWMN",2020
2020-10-23 00:00:00.000,"Negotiated (carcass basis)",61.06,64.24,"IASWMN",2020
2020-10-22 00:00:00.000,"Negotiated (carcass basis)",62.68,64.52,"IASWMN",2020
2020-10-21 00:00:00.000,"Negotiated (carcass basis)",65.6,64.8,"IASWMN",2020
2020-10-20 00:00:00.000,"Negotiated (carcass basis)",65.01,64.3,"IASWMN",2020
2020-10-19 00:00:00.000,"Negotiated (carcass basis)",63.63,64.1,"IASWMN",2020
2020-10-16 00:00:00.000,"Negotiated (carcass basis)",63.34,64.22,"IASWMN",2020
2020-10-15 00:00:00.000,"Negotiated (carcass basis)",64.45,64.55,"IASWMN",2020
2020-10-14 00:00:00.000,"Negotiated (carcass basis)",62.57,65.06,"IASWMN",2020
2020-10-13 00:00:00.000,"Negotiated (carcass basis)",65.02,64.97,"IASWMN",2020
2020-10-12 00:00:00.000,"Negotiated (carcass basis)",64.49,64.85,"IASWMN",2020
2020-10-09 00:00:00.000,"Negotiated (carcass basis)",65.4,65.2,"IASWMN",2020
2020-10-08 00:00:00.000,"Negotiated (carcass basis)",66.47,64.88,"IASWMN",2020
2020-10-07 00:00:00.000,"Negotiated (carcass basis)",63.49,64.71,"IASWMN",2020
2020-10-06 00:00:00.000,"Negotiated (carcass basis)",63.77,65.07,"IASWMN",2020
2020-10-05 00:00:00.000,"Negotiated (carcass basis)",65.82,65.12,"IASWMN",2020
